Breakout-01
      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
 2021/4/20,   9:46:38,  3.891250,    0,       0.000000,       0.000000,       258,        80,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:46:58,  3.890000,    0,       0.000000,       0.000000,       156,        52,        12,         3,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:47:8,  3.888750,    0,       0.000000,       0.000000,       204,        68,        15,         6,         3,         0,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:47:18,  3.886250,    0,       0.000000,       0.000000,       318,       100,        21,         9,         9,         0,         0,         0,         6,         0,         0,         6
 2021/4/20,   9:47:28,  3.883750,    0,       0.000000,       0.000000,       348,       110,        33,         9,         6,         0,         1,         2,         5,         1,         2,         5
 2021/4/20,   9:47:38,  3.883750,    0,       0.000000,       0.000000,       420,       134,        36,         3,         0,         0,         2,         4,         4,         2,         4,         4
 2021/4/20,   9:47:58,  3.890000,    0,       0.000000,       0.000000,       252,        84,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:48:8,  3.888750,    0,       0.000000,       0.000000,       315,       101,         6,         3,         3,         3,         0,         0,         3,         0,         0,         3
 2021/4/20,   9:48:18,  3.887500,    0,       0.000000,       0.000000,       180,        49,         6,         6,         6,         6,         0,         0,         5,         0,         0,         5
 2021/4/20,   9:48:28,  3.885000,    0,       0.000000,       0.000000,       186,        55,         6,         6,         6,         3,         0,         0,         4,         0,         0,         4
 2021/4/20,   9:48:38,  3.883750,    0,       0.000000,       0.000000,       174,        58,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:48:58,  3.886250,    0,       0.000000,       0.000000,       264,        84,        16,         6,         6,         6,         0,         1,         6,         0,         1,         6
 2021/4/20,    9:49:8,  3.887500,    0,       0.000000,       0.000000,       180,        56,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:49:18,  3.887500,    0,       0.000000,       0.000000,       132,        37,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2021/4/20,   9:49:28,  3.888750,    0,       0.000000,       0.000000,       246,        75,        12,         6,         3,         3,         0,         1,         3,         0,         1,         3
 2021/4/20,   9:49:38,  3.888750,    0,       0.000000,       0.000000,       216,        72,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:49:58,  3.888750,    0,       0.000000,       0.000000,       186,        62,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2021/4/20,    9:50:8,  3.885000,    0,       0.000000,       0.000000,       321,       107,         6,         0,         0,         0,         0,         1,         1,         0,         1,         1
 2021/4/20,   9:50:18,  3.882500,    0,       0.000000,       0.000000,       315,       105,         9,         0,         0,         0,         1,         2,         2,         1,         2,         2
 2021/4/20,   9:50:28,  3.882500,    0,       0.000000,       0.000000,       225,        66,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:50:38,  3.883750,    0,       0.000000,       0.000000,       168,        47,         6,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:50:58,  3.888750,    0,       0.000000,       0.000000,       216,        72,         9,         6,         6,         3,         0,         0,         4,         0,         0,         4
 2021/4/20,    9:51:8,  3.886250,    0,       0.000000,       0.000000,       243,        78,         3,         3,         3,         3,         0,         0,         3,         0,         0,         3
 2021/4/20,   9:51:18,  3.887500,    0,       0.000000,       0.000000,       159,        50,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:51:28,  3.888750,    0,       0.000000,       0.000000,       186,        59,         9,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:51:38,  3.888750,    0,       0.000000,       0.000000,        99,        33,         9,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:51:58,  3.883750,    0,       0.000000,       0.000000,       102,        31,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:52:8,  3.881250,    0,       0.000000,       0.000000,       138,        43,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:52:18,  3.881250,    0,       0.000000,       0.000000,       186,        56,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:52:28,  3.888750,    0,       0.000000,       0.000000,       216,        66,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:52:38,  3.887500,    0,       0.000000,       0.000000,       204,        65,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:52:58,  3.886250,    0,       0.000000,       0.000000,       120,        34,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:53:8,  3.883750,    0,       0.000000,       0.000000,       156,        52,         9,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:53:18,  3.881250,    0,       0.000000,       0.000000,        63,        18,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:53:28,  3.881250,    0,       0.000000,       0.000000,        63,        21,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:53:38,  3.882500,    0,       0.000000,       0.000000,       147,        49,         6,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:53:58,  3.887500,    0,       0.000000,       0.000000,        96,        28,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:54:8,  3.886250,    0,       0.000000,       0.000000,       132,        34,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:54:18,  3.886250,    0,       0.000000,       0.000000,       111,        37,         9,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:54:28,  3.887500,    0,       0.000000,       0.000000,        93,        28,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:54:38,  3.886250,    0,       0.000000,       0.000000,        72,        24,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:54:58,  3.882500,    0,       0.000000,       0.000000,        54,        18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:55:8,  3.881250,    0,       0.000000,       0.000000,       129,        43,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2021/4/20,   9:55:18,  3.881250,    0,       0.000000,       0.000000,       150,        50,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2021/4/20,   9:55:28,  3.883750,    0,       0.000000,       0.000000,       111,        34,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:55:38,  3.885000,    0,       0.000000,       0.000000,        72,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:55:58,  3.886250,    0,       0.000000,       0.000000,        93,        28,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:56:8,  3.886250,    0,       0.000000,       0.000000,       102,        31,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:56:18,  3.886250,    0,       0.000000,       0.000000,        93,        31,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:56:28,  3.883750,    0,       0.000000,       0.000000,        72,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:56:38,  3.881250,    0,       0.000000,       0.000000,        63,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:56:58,  3.880000,    0,       0.000000,       0.000000,        93,        27,         6,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,    9:57:8,  3.883750,    0,       0.000000,       0.000000,       129,        36,         6,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2021/4/20,   9:57:18,  3.885000,    0,       0.000000,       0.000000,       117,        33,         3,         3,         3,         3,         0,         0,         1,         0,         0,         1
 2021/4/20,   9:57:28,  3.886250,    0,       0.000000,       0.000000,        72,        21,         3,         3,         3,         3,         0,         0,         1,         0,         0,         1
 2021/4/20,   9:57:38,  3.885000,    0,       0.000000,       0.000000,        75,        22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:57:58,  3.881250,    0,       0.000000,       0.000000,        63,        18,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:58:8,  3.877500,    0,       0.000000,       0.000000,        99,        30,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:58:18,  3.880000,    0,       0.000000,       0.000000,        75,        25,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:58:28,  3.883750,    0,       0.000000,       0.000000,        54,        18,         3,         3,         3,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:58:38,  3.885000,    0,       0.000000,       0.000000,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:58:58,  3.885000,    0,       0.000000,       0.000000,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    9:59:8,  3.883750,    0,       0.000000,       0.000000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:59:18,  3.885000,    0,       0.000000,       0.000000,        57,        19,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:59:28,  3.883750,    0,       0.000000,       0.000000,        93,        31,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:59:38,  3.881250,    0,       0.000000,       0.000000,        93,        31,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   9:59:58,  3.878750,    0,       0.000000,       0.000000,        66,        22,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    10:0:8,  3.878750,    0,       0.000000,       0.000000,        36,        12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:0:18,  3.883750,    0,       0.000000,       0.000000,        81,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:0:28,  3.883750,    0,       0.000000,       0.000000,        93,        31,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:0:38,  3.883750,    0,       0.000000,       0.000000,        93,        31,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:0:58,  3.883750,    0,       0.000000,       0.000000,        99,        30,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    10:1:8,  3.883750,    0,       0.000000,       0.000000,        72,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:1:18,  3.881250,    0,       0.000000,       0.000000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:1:28,  3.878750,    0,       0.000000,       0.000000,        18,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:1:38,  3.878750,    0,       0.000000,       0.000000,        27,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:1:58,  3.883750,    0,       0.000000,       0.000000,        63,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    10:2:8,  3.883750,    0,       0.000000,       0.000000,        45,        12,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:2:18,  3.883750,    0,       0.000000,       0.000000,        36,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:2:28,  3.881250,    0,       0.000000,       0.000000,        54,        18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:2:38,  3.878750,    0,       0.000000,       0.000000,        63,        21,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:2:58,  3.878750,    0,       0.000000,       0.000000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,    10:3:8,  3.880000,    0,       0.000000,       0.000000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:3:18,  3.881250,    0,       0.000000,       0.000000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:3:28,  3.882500,    0,       0.000000,       0.000000,        36,        12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2021/4/20,   10:3:38,  3.882500,    0,       0.000000,       0.000000,        84,        25,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
